Date,Product,Brand,Size,Quantity Sold,Unit Price (₹),Margin (%),Profit (₹),Net Profit (₹),Total Revenue (₹),Tax (GST % ),Tax Amount (₹),Net Tax (₹),Dealer,Stock Availability,Dealer Location
27-03-2023,Flats,Nike,8,42,4273.63,15%,641.04,26923.68,152568.78,12%,512.84,21539.28,Dealer_6,127,Pune
28-03-2023,Sneakers,Reebok,11,38,4288.48,20%,857.7,32592.6,130369.64,12%,514.62,19555.56,Dealer_6,57,Pune
28-03-2023,Sandals,Adidas,9,24,3091.05,15%,463.66,11127.84,63057.36,12%,370.93,8902.32,Dealer_3,189,Mumbai
28-03-2023,Sandals,Paragon,7,29,2193.22,40%,877.29,25441.41,38161.97,12%,263.19,7632.51,Dealer_7,145,Mumbai
28-03-2023,Sneakers,Paragon,9,19,808.09,40%,323.24,6141.56,9212.15,12%,96.97,1842.43,Dealer_1,196,Delhi
28-03-2023,Flats,Bata,9,45,4787.92,30%,1436.38,64637.1,150819.3,12%,574.55,25854.75,Dealer_3,103,Mumbai
28-03-2023,Flats,Paragon,10,32,1029.34,40%,411.74,13175.68,19763.2,12%,123.52,3952.64,Dealer_6,181,Pune
28-03-2023,Sneakers,Adidas,7,24,6935.08,15%,1040.26,24966.24,141475.68,12%,832.21,19973.04,Dealer_2,99,Delhi
28-03-2023,Sneakers,Adidas,10,46,8818.01,15%,1322.7,60844.2,344784.26,12%,1058.16,48675.36,Dealer_7,190,Mumbai
28-03-2023,Sandals,Paragon,9,14,1226.63,40%,490.65,6869.1,10303.72,12%,147.2,2060.8,Dealer_1,114,Delhi
29-03-2023,Boots,Paragon,9,41,2878.85,40%,1151.54,47213.14,70819.71,12%,345.46,14163.86,Dealer_3,82,Mumbai
29-03-2023,Flats,Paragon,7,16,1212.84,40%,485.14,7762.24,11643.2,12%,145.54,2328.64,Dealer_1,99,Delhi
29-03-2023,Sandals,Liberty,8,31,2040.86,40%,816.34,25306.54,37960.12,12%,244.9,7591.9,Dealer_3,199,Mumbai
29-03-2023,Sneakers,Paragon,9,33,2519.25,40%,1007.7,33254.1,49881.15,12%,302.31,9976.23,Dealer_5,93,Haryana
30-03-2023,Sandals,Puma,7,37,3021.74,20%,604.35,22360.95,89443.43,12%,362.61,13416.57,Dealer_3,84,Mumbai
30-03-2023,Flats,Paragon,8,40,1657.12,40%,662.85,26514,39770.8,12%,198.85,7954,Dealer_3,128,Mumbai
30-03-2023,Sandals,Paragon,7,21,2113.88,40%,845.55,17756.55,26634.93,12%,253.67,5327.07,Dealer_1,121,Delhi
30-03-2023,Heels,Adidas,9,22,4105.88,15%,615.88,13549.36,76780,12%,492.71,10839.62,Dealer_6,69,Pune
31-03-2023,Sneakers,Nike,9,50,3374.33,15%,506.15,25307.5,143409,12%,404.92,20246,Dealer_6,198,Pune
31-03-2023,Sandals,Metro,9,23,4625.21,30%,1387.56,31913.88,74465.95,12%,555.03,12765.69,Dealer_6,116,Pune
31-03-2023,Flats,Paragon,9,19,1414.55,40%,565.82,10750.58,16125.87,12%,169.75,3225.25,Dealer_2,200,Delhi
31-03-2023,Flats,Reebok,7,39,5006.74,20%,1001.35,39052.65,156210.21,12%,600.81,23431.59,Dealer_1,151,Delhi
31-03-2023,Sandals,Woodland,6,25,7087.89,20%,1417.58,35439.5,141757.75,12%,850.55,21263.75,Dealer_6,92,Pune
31-03-2023,Flats,Woodland,7,38,2955.33,20%,591.07,22460.66,89841.88,12%,354.64,13476.32,Dealer_6,194,Pune
31-03-2023,Flats,Adidas,10,40,9513.4,15%,1427.01,57080.4,323455.6,12%,1141.61,45664.4,Dealer_1,106,Delhi
31-03-2023,Flats,Liberty,7,14,1160.89,40%,464.36,6501.04,9751.42,12%,139.31,1950.34,Dealer_2,60,Delhi
31-03-2023,Flats,Adidas,9,33,5104.74,15%,765.71,25268.43,143187.99,12%,612.57,20214.81,Dealer_4,61,Haryana
31-03-2023,Sneakers,Paragon,8,16,2259.34,40%,903.74,14459.84,21689.6,12%,271.12,4337.92,Dealer_6,120,Pune
01-04-2023,Sandals,Paragon,9,46,934.62,40%,373.85,17197.1,25795.42,12%,112.15,5158.9,Dealer_6,146,Pune
01-04-2023,Sandals,Paragon,10,14,1791.66,40%,716.66,10033.24,15050,12%,215,3010,Dealer_3,107,Mumbai
01-04-2023,Flats,Bata,8,32,2947.45,30%,884.24,28295.68,66022.72,12%,353.69,11318.08,Dealer_4,51,Haryana
01-04-2023,Flats,Adidas,8,20,3839.93,15%,575.99,11519.8,65278.8,12%,460.79,9215.8,Dealer_6,121,Pune
01-04-2023,Boots,Adidas,7,20,4897.78,15%,734.67,14693.4,83262.2,12%,587.73,11754.6,Dealer_7,80,Mumbai
01-04-2023,Flats,Puma,8,31,5461.41,20%,1092.28,33860.68,135443.03,12%,655.37,20316.47,Dealer_4,172,Haryana
01-04-2023,Sandals,Adidas,9,20,7178.07,15%,1076.71,21534.2,122027.2,12%,861.37,17227.4,Dealer_5,55,Haryana
01-04-2023,Boots,Nike,7,46,10108.17,15%,1516.23,69746.58,395229.24,12%,1212.98,55797.08,Dealer_2,181,Delhi
01-04-2023,Sneakers,Paragon,7,13,915.85,40%,366.34,4762.42,7143.63,12%,109.9,1428.7,Dealer_2,182,Delhi
01-04-2023,Sandals,Paragon,9,50,546.55,40%,218.62,10931,16396.5,12%,65.59,3279.5,Dealer_7,122,Mumbai
01-04-2023,Sneakers,Adidas,8,48,9942.21,15%,1491.33,71583.84,405642.24,12%,1193.07,57267.36,Dealer_4,93,Haryana
01-04-2023,Boots,Bata,9,19,4178.46,30%,1253.54,23817.26,55573.48,12%,501.42,9526.98,Dealer_7,96,Mumbai
02-04-2023,Flats,Woodland,8,20,6345.12,20%,1269.02,25380.4,101522,12%,761.41,15228.2,Dealer_3,166,Mumbai
02-04-2023,Flats,Paragon,6,24,1445.53,40%,578.21,13877.04,20815.68,12%,173.46,4163.04,Dealer_2,77,Delhi
02-04-2023,Sneakers,Adidas,9,42,7474.94,15%,1121.24,47092.08,266855.4,12%,896.99,37673.58,Dealer_2,74,Delhi
02-04-2023,Sneakers,Liberty,9,48,597.59,40%,239.04,11473.92,17210.4,12%,71.71,3442.08,Dealer_6,178,Pune
02-04-2023,Flats,Nike,6,40,10912.71,15%,1636.91,65476.4,371032,12%,1309.53,52381.2,Dealer_6,188,Pune
02-04-2023,Heels,Nike,11,37,9264.53,15%,1389.68,51418.16,291369.45,12%,1111.74,41134.38,Dealer_3,61,Mumbai
02-04-2023,Flats,Woodland,8,24,7630.53,20%,1526.11,36626.64,146506.08,12%,915.66,21975.84,Dealer_4,147,Haryana
02-04-2023,Sandals,Paragon,10,46,744.29,40%,297.72,13695.12,20542.22,12%,89.31,4108.26,Dealer_2,115,Delhi
02-04-2023,Sandals,Metro,7,15,2133.07,30%,639.92,9598.8,22397.25,12%,255.97,3839.55,Dealer_6,154,Pune
02-04-2023,Sandals,Adidas,6,10,6623.9,15%,993.59,9935.9,56303.1,12%,794.87,7948.7,Dealer_2,183,Delhi
02-04-2023,Sneakers,Bata,10,23,3751.07,30%,1125.32,25882.36,60392.25,12%,450.13,10352.99,Dealer_3,154,Mumbai
02-04-2023,Sandals,Nike,7,37,10818.91,15%,1622.84,60045.08,340254.59,12%,1298.27,48035.99,Dealer_2,116,Delhi
02-04-2023,Heels,Paragon,8,46,1414.11,40%,565.64,26019.44,39029.62,12%,169.69,7805.74,Dealer_2,151,Delhi
02-04-2023,Flats,Adidas,8,45,8270.31,15%,1240.55,55824.75,316339.2,12%,992.44,44659.8,Dealer_4,95,Haryana
03-04-2023,Flats,Paragon,9,26,2971.27,40%,1188.51,30901.26,46351.76,12%,356.55,9270.3,Dealer_6,138,Pune
03-04-2023,Flats,Paragon,8,18,2637.5,40%,1055,18990,28485,12%,316.5,5697,Dealer_6,80,Pune
03-04-2023,Flats,Puma,8,20,2051.53,20%,410.31,8206.2,32824.4,12%,246.18,4923.6,Dealer_6,152,Pune
03-04-2023,Flats,Bata,9,49,3788.23,30%,1136.47,55687.03,129936.24,12%,454.59,22274.91,Dealer_7,63,Mumbai
03-04-2023,Sneakers,Bata,10,10,4217.48,30%,1265.24,12652.4,29522.4,12%,506.1,5061,Dealer_2,170,Delhi
03-04-2023,Flats,Bata,6,14,2052.37,30%,615.71,8619.94,20113.24,12%,246.28,3447.92,Dealer_3,70,Mumbai
04-04-2023,Sneakers,Paragon,8,35,2034.91,40%,813.96,28488.6,42733.25,12%,244.19,8546.65,Dealer_6,123,Pune
04-04-2023,Flats,Paragon,6,21,2100.73,40%,840.29,17646.09,26469.24,12%,252.09,5293.89,Dealer_4,52,Haryana
04-04-2023,Boots,Paragon,9,28,986.87,40%,394.75,11053,16579.36,12%,118.42,3315.76,Dealer_6,180,Pune
04-04-2023,Flats,Paragon,7,49,923.71,40%,369.48,18104.52,27157.27,12%,110.85,5431.65,Dealer_1,142,Delhi
04-04-2023,Boots,Paragon,6,20,717.11,40%,286.84,5736.8,8605.4,12%,86.05,1721,Dealer_2,152,Delhi
04-04-2023,Sandals,Paragon,8,35,1965.2,40%,786.08,27512.8,41269.2,12%,235.82,8253.7,Dealer_6,53,Pune
04-04-2023,Flats,Paragon,6,15,1873.98,40%,749.59,11243.85,16865.85,12%,224.88,3373.2,Dealer_7,193,Mumbai
04-04-2023,Flats,Bata,8,27,1905.18,30%,571.55,15431.85,36008.01,12%,228.62,6172.74,Dealer_2,5,Delhi
04-04-2023,Sandals,Paragon,6,26,937.59,40%,375.04,9751.04,14626.3,12%,112.51,2925.26,Dealer_6,77,Pune
05-04-2023,Sneakers,Woodland,8,31,7682.09,20%,1536.42,47629.02,190515.77,12%,921.85,28577.35,Dealer_6,115,Pune
05-04-2023,Flats,Paragon,8,38,2915.14,40%,1166.06,44310.28,66465.04,12%,349.82,13293.16,Dealer_6,173,Pune
05-04-2023,Flats,Puma,11,31,6786.81,20%,1357.36,42078.16,168312.95,12%,814.42,25247.02,Dealer_4,167,Haryana
05-04-2023,Flats,Nike,9,17,6093.84,15%,914.08,15539.36,88055.92,12%,731.26,12431.42,Dealer_3,106,Mumbai
05-04-2023,Flats,Paragon,7,30,1531.06,40%,612.42,18372.6,27559.2,12%,183.73,5511.9,Dealer_3,182,Mumbai
05-04-2023,Flats,Nike,10,26,5979.09,15%,896.86,23318.36,132137.98,12%,717.49,18654.74,Dealer_1,152,Delhi
05-04-2023,Flats,Paragon,8,14,1886.38,40%,754.55,10563.7,15845.62,12%,226.37,3169.18,Dealer_2,171,Delhi
05-04-2023,Sandals,Bata,7,46,2076.3,30%,622.89,28652.94,66856.86,12%,249.16,11461.36,Dealer_7,98,Mumbai
06-04-2023,Flats,Adidas,7,25,8981.94,15%,1347.29,33682.25,190866.25,12%,1077.83,26945.75,Dealer_2,108,Delhi
06-04-2023,Boots,Puma,9,32,2357.98,20%,471.6,15091.2,60364.16,12%,282.96,9054.72,Dealer_2,80,Delhi
06-04-2023,Sneakers,Paragon,10,41,2034.57,40%,813.83,33367.03,50050.34,12%,244.15,10010.15,Dealer_7,188,Mumbai
06-04-2023,Sneakers,Liberty,8,49,1288.54,40%,515.42,25255.58,37882.88,12%,154.62,7576.38,Dealer_6,120,Pune
06-04-2023,Sandals,Adidas,11,42,4242.13,15%,636.32,26725.44,151444.02,12%,509.06,21380.52,Dealer_2,197,Delhi
06-04-2023,Sneakers,Nike,9,37,8739.84,15%,1310.98,48506.26,274867.82,12%,1048.78,38804.86,Dealer_6,58,Pune
06-04-2023,Flats,Bata,8,21,2828.78,30%,848.63,17821.23,41583.15,12%,339.45,7128.45,Dealer_2,182,Delhi
07-04-2023,Sandals,Paragon,6,10,2185.26,40%,874.1,8741,13111.6,12%,262.23,2622.3,Dealer_3,198,Mumbai
07-04-2023,Sneakers,Bata,8,49,4447.37,30%,1334.21,65376.29,152544.84,12%,533.68,26150.32,Dealer_2,190,Delhi
07-04-2023,Sandals,Puma,8,40,6771.9,20%,1354.38,54175.2,216700.8,12%,812.63,32505.2,Dealer_3,143,Mumbai
07-04-2023,Sneakers,Liberty,8,23,1547.73,40%,619.09,14239.07,21358.72,12%,185.73,4271.79,Dealer_7,145,Mumbai
07-04-2023,Sandals,Bata,8,38,1719.56,30%,515.87,19603.06,45740.22,12%,206.35,7841.3,Dealer_2,197,Delhi
07-04-2023,Flats,Puma,7,27,5922.48,20%,1184.5,31981.5,127925.46,12%,710.7,19188.9,Dealer_6,160,Pune
07-04-2023,Heels,Bata,7,19,4200.15,30%,1260.05,23940.95,55861.9,12%,504.02,9576.38,Dealer_7,88,Mumbai
07-04-2023,Sandals,Nike,7,36,8995.17,15%,1349.28,48574.08,275252.04,12%,1079.42,38859.12,Dealer_6,182,Pune
07-04-2023,Flats,Paragon,8,41,1250.09,40%,500.04,20501.64,30752.05,12%,150.01,6150.41,Dealer_6,195,Pune
08-04-2023,Sandals,Nike,10,20,3720.44,15%,558.07,11161.4,63247.4,12%,446.45,8929,Dealer_2,171,Delhi
08-04-2023,Heels,Paragon,7,38,2361.48,40%,944.59,35894.42,53841.82,12%,283.38,10768.44,Dealer_2,142,Delhi
08-04-2023,Sandals,Paragon,9,26,1360.35,40%,544.14,14147.64,21221.46,12%,163.24,4244.24,Dealer_5,81,Haryana
08-04-2023,Sandals,Paragon,9,22,1942.13,40%,776.85,17090.7,25636.16,12%,233.06,5127.32,Dealer_6,187,Pune
08-04-2023,Sneakers,Metro,8,32,2300.36,30%,690.11,22083.52,51528,12%,276.04,8833.28,Dealer_6,174,Pune
08-04-2023,Flats,Paragon,8,15,1452.68,40%,581.07,8716.05,13074.15,12%,174.32,2614.8,Dealer_3,168,Mumbai
08-04-2023,Flats,Adidas,7,50,8461.74,15%,1269.26,63463,359624,12%,1015.41,50770.5,Dealer_3,157,Mumbai
08-04-2023,Flats,Paragon,9,35,2622.25,40%,1048.9,36711.5,55067.25,12%,314.67,11013.45,Dealer_1,70,Delhi
08-04-2023,Sneakers,Bata,7,30,2267.51,30%,680.25,20407.5,47617.8,12%,272.1,8163,Dealer_3,118,Mumbai
08-04-2023,Flats,Paragon,8,27,2719.23,40%,1087.69,29367.63,44051.58,12%,326.31,8810.37,Dealer_7,142,Mumbai
09-04-2023,Flats,Woodland,8,36,3003.91,20%,600.78,21628.08,86512.68,12%,360.47,12976.92,Dealer_1,82,Delhi
09-04-2023,Flats,Puma,10,26,6672.41,20%,1334.48,34696.48,138786.18,12%,800.69,20817.94,Dealer_7,70,Mumbai
09-04-2023,Boots,Adidas,8,16,2764.43,15%,414.66,6634.56,37596.32,12%,331.73,5307.68,Dealer_4,190,Haryana
09-04-2023,Sneakers,Nike,11,35,9287.79,15%,1393.17,48760.95,276311.7,12%,1114.53,39008.55,Dealer_1,76,Delhi
09-04-2023,Sandals,Paragon,7,15,2137.08,40%,854.83,12822.45,19233.75,12%,256.45,3846.75,Dealer_3,129,Mumbai
09-04-2023,Boots,Puma,10,28,3937.38,20%,787.48,22049.44,88197.2,12%,472.49,13229.72,Dealer_2,83,Delhi
09-04-2023,Flats,Adidas,6,12,7308.39,15%,1096.26,13155.12,74545.56,12%,877.01,10524.12,Dealer_3,171,Mumbai
09-04-2023,Sandals,Paragon,8,45,1612.11,40%,644.84,29017.8,43527.15,12%,193.45,8705.25,Dealer_7,188,Mumbai
09-04-2023,Sneakers,Paragon,9,39,2077.62,40%,831.05,32410.95,48616.23,12%,249.31,9723.09,Dealer_6,194,Pune
09-04-2023,Sandals,Woodland,10,50,5202.7,20%,1040.54,52027,208108,12%,624.32,31216,Dealer_3,173,Mumbai
09-04-2023,Flats,Puma,6,38,3193.28,20%,638.66,24269.08,97075.56,12%,383.19,14561.22,Dealer_5,116,Haryana
09-04-2023,Sneakers,Reebok,6,10,5139.9,20%,1027.98,10279.8,41119.2,12%,616.79,6167.9,Dealer_7,84,Mumbai
09-04-2023,Sandals,Reebok,9,44,2049.9,20%,409.98,18039.12,72156.48,12%,245.99,10823.56,Dealer_4,172,Haryana
09-04-2023,Sandals,Nike,11,37,12575.58,15%,1886.34,69794.58,395501.88,12%,1509.07,55835.59,Dealer_6,109,Pune
10-04-2023,Flats,Bata,7,36,4528.65,30%,1358.6,48909.6,114121.8,12%,543.44,19563.84,Dealer_5,151,Haryana
10-04-2023,Boots,Adidas,10,34,8627.41,15%,1294.11,43999.74,249332.2,12%,1035.29,35199.86,Dealer_2,117,Delhi
10-04-2023,Sneakers,Bata,10,25,3066.44,30%,919.93,22998.25,53662.75,12%,367.97,9199.25,Dealer_6,119,Pune
10-04-2023,Sandals,Paragon,10,44,2522.02,40%,1008.81,44387.64,66581.24,12%,302.64,13316.16,Dealer_5,98,Haryana
11-04-2023,Sneakers,Adidas,8,17,7095.14,15%,1064.27,18092.59,102524.79,12%,851.42,14474.14,Dealer_6,165,Pune
11-04-2023,Sandals,Paragon,9,41,969.47,40%,387.79,15899.39,23848.88,12%,116.34,4769.94,Dealer_1,88,Delhi
11-04-2023,Sneakers,Paragon,6,21,2930.83,40%,1172.33,24618.93,36928.5,12%,351.7,7385.7,Dealer_3,118,Mumbai
11-04-2023,Sneakers,Paragon,8,10,1082.03,40%,432.81,4328.1,6492.2,12%,129.84,1298.4,Dealer_2,53,Delhi
11-04-2023,Sandals,Adidas,8,36,4492.61,15%,673.89,24260.04,137473.92,12%,539.11,19407.96,Dealer_4,145,Haryana
11-04-2023,Sandals,Paragon,6,31,700.56,40%,280.22,8686.82,13030.54,12%,84.07,2606.17,Dealer_7,87,Mumbai
11-04-2023,Sneakers,Sketchers,11,35,1821.23,25%,455.31,15935.85,47807.2,12%,218.55,7649.25,Dealer_4,7,Haryana
12-04-2023,Heels,Sketchers,8,10,2048.83,25%,512.21,5122.1,15366.2,12%,245.86,2458.6,Dealer_7,113,Mumbai
12-04-2023,Sandals,Metro,8,25,3950.48,30%,1185.14,29628.5,69133.5,12%,474.06,11851.5,Dealer_1,100,Delhi
12-04-2023,Sandals,Paragon,11,16,1802.85,40%,721.14,11538.24,17307.36,12%,216.34,3461.44,Dealer_2,171,Delhi
12-04-2023,Sandals,Paragon,8,30,896.53,40%,358.61,10758.3,16137.6,12%,107.58,3227.4,Dealer_7,60,Mumbai
12-04-2023,Flats,Paragon,9,17,1133.28,40%,453.31,7706.27,11559.49,12%,135.99,2311.83,Dealer_6,126,Pune
13-04-2023,Sandals,Nike,10,23,14679.29,15%,2201.89,50643.47,286980.2,12%,1761.51,40514.73,Dealer_2,161,Delhi
13-04-2023,Sandals,Nike,7,27,10016.36,15%,1502.45,40566.15,229875.57,12%,1201.96,32452.92,Dealer_3,112,Mumbai
13-04-2023,Sneakers,Nike,9,40,11260.88,15%,1689.13,67565.2,382870,12%,1351.31,54052.4,Dealer_2,145,Delhi
13-04-2023,Flats,Nike,7,20,8999.03,15%,1349.85,26997,152983.6,12%,1079.88,21597.6,Dealer_6,136,Pune
13-04-2023,Flats,Paragon,6,13,1388.79,40%,555.52,7221.76,10832.51,12%,166.65,2166.45,Dealer_2,187,Delhi
14-04-2023,Sneakers,Liberty,7,30,2954.19,40%,1181.68,35450.4,53175.3,12%,354.5,10635,Dealer_6,138,Pune
14-04-2023,Flats,Bata,10,22,1085.41,30%,325.62,7163.64,16715.38,12%,130.25,2865.5,Dealer_3,141,Mumbai
14-04-2023,Flats,Adidas,8,12,5882.42,15%,882.36,10588.32,60000.72,12%,705.89,8470.68,Dealer_4,193,Haryana
14-04-2023,Sandals,Paragon,10,41,974.44,40%,389.78,15980.98,23971.06,12%,116.93,4794.13,Dealer_2,189,Delhi
14-04-2023,Sandals,Bata,10,39,2101.3,30%,630.39,24585.21,57365.49,12%,252.16,9834.24,Dealer_6,191,Pune
14-04-2023,Sneakers,Nike,9,19,8392.61,15%,1258.89,23918.91,135540.68,12%,1007.11,19135.09,Dealer_2,188,Delhi
14-04-2023,Sandals,Bata,6,50,3023.83,30%,907.15,45357.5,105834,12%,362.86,18143,Dealer_7,97,Mumbai
14-04-2023,Sneakers,Paragon,8,49,1096.97,40%,438.79,21500.71,32250.82,12%,131.64,6450.36,Dealer_7,66,Mumbai
15-04-2023,Flats,Bata,7,43,3732.9,30%,1119.87,48154.41,112360.29,12%,447.95,19261.85,Dealer_7,191,Mumbai
15-04-2023,Sneakers,Paragon,8,30,1524.51,40%,609.8,18294,27441.3,12%,182.94,5488.2,Dealer_3,78,Mumbai
15-04-2023,Sneakers,Woodland,10,14,2262.66,20%,452.53,6335.42,25341.82,12%,271.52,3801.28,Dealer_2,95,Delhi
15-04-2023,Heels,Nike,7,16,8824.44,15%,1323.67,21178.72,120012.32,12%,1058.93,16942.88,Dealer_2,58,Delhi
15-04-2023,Flats,Paragon,8,41,1814.55,40%,725.82,29758.62,44637.93,12%,217.75,8927.75,Dealer_7,115,Mumbai
15-04-2023,Sneakers,Bata,7,48,3871.38,30%,1161.41,55747.68,130078.56,12%,464.57,22299.36,Dealer_1,103,Delhi
15-04-2023,Flats,Liberty,6,39,2502.55,40%,1001.02,39039.78,58559.67,12%,300.31,11712.09,Dealer_1,142,Delhi
15-04-2023,Flats,Paragon,8,33,2485.62,40%,994.25,32810.25,49215.21,12%,298.27,9842.91,Dealer_1,118,Delhi
15-04-2023,Flats,Nike,10,14,13013.48,15%,1952.02,27328.28,154860.44,12%,1561.62,21862.68,Dealer_1,105,Delhi
15-04-2023,Flats,Nike,7,24,9379.93,15%,1406.99,33767.76,191350.56,12%,1125.59,27014.16,Dealer_2,99,Delhi
15-04-2023,Flats,Paragon,7,46,2063.31,40%,825.32,37964.72,56947.54,12%,247.6,11389.6,Dealer_2,192,Delhi
15-04-2023,Flats,Paragon,8,16,2415.71,40%,966.28,15460.48,23190.88,12%,289.89,4638.24,Dealer_6,141,Pune
16-04-2023,Sandals,Paragon,10,37,2707.06,40%,1082.82,40064.34,60096.88,12%,324.85,12019.45,Dealer_2,96,Delhi
16-04-2023,Flats,Bata,9,31,3630.13,30%,1089.04,33760.24,78773.79,12%,435.62,13504.22,Dealer_6,163,Pune
16-04-2023,Sandals,Bata,9,30,4379.42,30%,1313.83,39414.9,91967.7,12%,525.53,15765.9,Dealer_5,160,Haryana
16-04-2023,Heels,Paragon,8,48,1101.81,40%,440.72,21154.56,31732.32,12%,132.22,6346.56,Dealer_6,104,Pune
16-04-2023,Sandals,Metro,9,26,2440.03,30%,732.01,19032.26,44408.52,12%,292.8,7612.8,Dealer_4,164,Haryana
16-04-2023,Sandals,Nike,10,12,14795.48,15%,2219.32,26631.84,150913.92,12%,1775.46,21305.52,Dealer_6,54,Pune
16-04-2023,Flats,Adidas,8,10,4402.67,15%,660.4,6604,37422.7,12%,528.32,5283.2,Dealer_2,104,Delhi
16-04-2023,Heels,Bata,6,27,4676.45,30%,1402.93,37879.11,88385.04,12%,561.17,15151.59,Dealer_6,192,Pune
16-04-2023,Flats,Paragon,7,16,594.34,40%,237.74,3803.84,5705.6,12%,71.32,1141.12,Dealer_3,89,Mumbai
16-04-2023,Sneakers,Sketchers,8,47,2624.36,25%,656.09,30836.23,92508.69,12%,314.92,14801.24,Dealer_2,126,Delhi
16-04-2023,Sneakers,Paragon,8,46,2794.7,40%,1117.88,51422.48,77133.72,12%,335.36,15426.56,Dealer_7,69,Mumbai
16-04-2023,Flats,Bata,9,21,2953.11,30%,885.93,18604.53,43410.78,12%,354.37,7441.77,Dealer_7,197,Mumbai
16-04-2023,Heels,Nike,9,29,3448.46,15%,517.27,15000.83,85004.51,12%,413.82,12000.78,Dealer_6,147,Pune
16-04-2023,Sneakers,Metro,6,31,2391.72,30%,717.52,22243.12,51900.2,12%,287.01,8897.31,Dealer_5,156,Haryana
17-04-2023,Heels,Metro,7,48,4714.61,30%,1414.38,67890.24,158411.04,12%,565.75,27156,Dealer_6,147,Pune
17-04-2023,Sneakers,Reebok,9,12,3915.9,20%,783.18,9398.16,37592.64,12%,469.91,5638.92,Dealer_6,88,Pune
17-04-2023,Sandals,Woodland,10,24,2919.18,20%,583.84,14012.16,56048.16,12%,350.3,8407.2,Dealer_6,150,Pune
17-04-2023,Sandals,Metro,9,46,3018.92,30%,905.68,41661.28,97209.04,12%,362.27,16664.42,Dealer_2,160,Delhi
18-04-2023,Flats,Bata,7,18,2344.67,30%,703.4,12661.2,29542.86,12%,281.36,5064.48,Dealer_4,196,Haryana
18-04-2023,Flats,Nike,9,35,6150.7,15%,922.61,32291.35,182983.15,12%,738.08,25832.8,Dealer_3,178,Mumbai
18-04-2023,Sandals,Metro,10,18,4048.13,30%,1214.44,21859.92,51006.42,12%,485.78,8744.04,Dealer_4,193,Haryana
18-04-2023,Boots,Liberty,8,46,990.25,40%,396.1,18220.6,27330.9,12%,118.83,5466.18,Dealer_6,184,Pune
18-04-2023,Boots,Puma,6,27,5772.25,20%,1154.45,31170.15,124680.6,12%,692.67,18702.09,Dealer_3,197,Mumbai
18-04-2023,Sneakers,Nike,10,36,8082.49,15%,1212.37,43645.32,247324.32,12%,969.9,34916.4,Dealer_3,98,Mumbai
18-04-2023,Sandals,Bata,9,11,4078.73,30%,1223.62,13459.82,31406.21,12%,489.45,5383.95,Dealer_2,139,Delhi
18-04-2023,Flats,Bata,9,19,2761.85,30%,828.56,15742.64,36732.51,12%,331.42,6296.98,Dealer_2,101,Delhi
19-04-2023,Sneakers,Metro,10,15,1449.49,30%,434.85,6522.75,15219.6,12%,173.94,2609.1,Dealer_1,112,Delhi
19-04-2023,Flats,Adidas,8,10,4746.17,15%,711.93,7119.3,40342.4,12%,569.54,5695.4,Dealer_2,128,Delhi
19-04-2023,Sandals,Liberty,6,31,1022.52,40%,409.01,12679.31,19018.81,12%,122.7,3803.7,Dealer_6,104,Pune
19-04-2023,Boots,Paragon,9,26,1872,40%,748.8,19468.8,29203.2,12%,224.64,5840.64,Dealer_6,7,Pune
19-04-2023,Flats,Paragon,10,11,1441.52,40%,576.61,6342.71,9514.01,12%,172.98,1902.78,Dealer_6,184,Pune
19-04-2023,Sneakers,Sketchers,7,13,2778.06,25%,694.51,9028.63,27086.15,12%,333.37,4333.81,Dealer_7,119,Mumbai
20-04-2023,Sandals,Paragon,6,14,1471.61,40%,588.64,8240.96,12361.58,12%,176.59,2472.26,Dealer_2,142,Delhi
20-04-2023,Heels,Nike,6,28,13408.93,15%,2011.34,56317.52,319132.52,12%,1609.07,45053.96,Dealer_6,148,Pune
20-04-2023,Boots,Bata,9,16,4615.49,30%,1384.65,22154.4,51693.44,12%,553.86,8861.76,Dealer_4,186,Haryana
20-04-2023,Sneakers,Adidas,7,42,9734.33,15%,1460.15,61326.3,347515.56,12%,1168.12,49061.04,Dealer_6,55,Pune
21-04-2023,Boots,Woodland,8,31,4939.6,20%,987.92,30625.52,122502.08,12%,592.75,18375.25,Dealer_7,90,Mumbai
21-04-2023,Sneakers,Bata,10,32,2421.51,30%,726.45,23246.4,54241.92,12%,290.58,9298.56,Dealer_3,110,Mumbai
21-04-2023,Flats,Sketchers,6,50,2659.56,25%,664.89,33244.5,99733.5,12%,319.15,15957.5,Dealer_3,57,Mumbai
21-04-2023,Flats,Sketchers,7,19,3038.04,25%,759.51,14430.69,43292.07,12%,364.56,6926.64,Dealer_3,85,Mumbai
21-04-2023,Sneakers,Paragon,8,43,2901.51,40%,1160.6,49905.8,74859.13,12%,348.18,14971.74,Dealer_6,108,Pune
21-04-2023,Sandals,Puma,9,19,3845.56,20%,769.11,14613.09,58452.55,12%,461.47,8767.93,Dealer_3,134,Mumbai
21-04-2023,Sandals,Paragon,7,23,2131.18,40%,852.47,19606.81,29410.33,12%,255.74,5882.02,Dealer_6,188,Pune
21-04-2023,Flats,Adidas,7,29,7508.26,15%,1126.24,32660.96,185078.58,12%,900.99,26128.71,Dealer_6,84,Pune
